,doi,TC,RTC,CPR,RCPR,PR,RPR,MSC,RMSC
6861,10.1177/030631291021002007,1,8726.5,0.151080534,6864.5,1.342704024,12030.5,1,9216
6862,10.2307/258761,1,8726.5,0.151080534,6864.5,1.342704024,12030.5,1,9216
6863,10.1016/j.obhdp.2009.11.002,1,8726.5,0.151080534,6864.5,1.342704024,12030.5,1,9216
6864,10.2307/259166,1,8726.5,0.151080534,6864.5,1.342704024,12030.5,1,9216
6865,10.1037/0022-3514.45.2.357,1,8726.5,0.151080534,6864.5,1.342704024,12030.5,1,9216
6866,10.1037/0021-9010.90.5.964,1,8726.5,0.151080534,6864.5,1.342704024,12030.5,1,9216
6867,10.1037/0021-9010.91.2.311,1,8726.5,0.151080534,6864.5,1.342704024,12030.5,1,9216
6868,10.1007/BF03187274,3,1999.5,0.151078478,6869,1.580982679,1422,3,2518
6869,10.1007/s11192-016-1887-4,3,1999.5,0.15107812,6870,1.572450226,1497,3,2518
6870,10.1007/s11192-016-2134-8,2,3319,0.151076913,6871,1.595500318,1323,2,4105.5
6871,10.1177/016555159902500107,4,1339.5,0.151075944,6872,1.587744558,1372,4,1732.5
6872,10.1177/1350508411403531,3,1999.5,0.15107587,6873,1.610340491,1250,3,2518
6873,10.1016/j.joi.2017.08.007,3,1999.5,0.151072428,6874,1.566095215,1542,3,2518
6874,10.1016/j.joi.2010.06.005,1,8726.5,0.151070163,6876,1.341617495,12218.5,1,9216
6875,10.1016/j.joi.2016.06.001,1,8726.5,0.151070163,6876,1.341617495,12218.5,1,9216
6876,10.1007/BF02289263,1,8726.5,0.151070163,6876,1.341617495,12218.5,1,9216
6877,10.1007/BF02016800,5,955.5,0.151067868,6878,1.575054123,1472,5,1268.5
6878,10.1016/S0378-8733(99)00015-5,1,8726.5,0.151067555,6879.5,1.338629857,12714.5,2,4105.5
6879,10.1016/S0378-8733(02)00017-5,1,8726.5,0.151067555,6879.5,1.338629857,12714.5,2,4105.5
6880,10.1056/NEJM199110173251620,4,1339.5,0.151065022,6881.5,1.574806996,1473,4,1732.5
6881,10.1016/j.joi.2018.01.012,2,3319,0.151065022,6881.5,1.567607805,1534,2,4105.5
6882,10.1177/1046496412453622,2,3319,0.151064947,6883,1.373196574,7358,2,4105.5
6883,10.1109/COMSNETS.2017.7945451,1,8726.5,0.15106222,6885,1.332972628,13044,1,9216
6884,10.1145/3375192,1,8726.5,0.15106222,6885,1.332972628,13044,1,9216
6885,10.1109/JCDL.2019.00050,1,8726.5,0.15106222,6885,1.332972628,13044,1,9216
6886,10.1002/asi.23701,2,3319,0.151060268,6887,1.381211672,6661,3,2518
6887,10.1007/s11192-011-0425-7,1,8726.5,0.151060179,6889,1.342484875,12060.5,1,9216
6888,10.1016/j.joi.2013.08.003,1,8726.5,0.151060179,6889,1.342484875,12060.5,1,9216
6889,10.1016/j.joi.2014.09.004,1,8726.5,0.151060179,6889,1.342484875,12060.5,1,9216
6890,10.1007/s10734-013-9668-y,2,3319,0.151058733,6891,1.366095638,8360,2,4105.5
6891,10.3354/cr030079,1,8726.5,0.151058584,6892,1.332972628,13044,1,9216
6892,10.1002/asi.21254,3,1999.5,0.151056767,6893,1.618322778,1210,3,2518
6893,10.2307/2555502,5,955.5,0.151056722,6894,1.591580217,1345,5,1268.5
6894,10.1080/13504851.2015.1119783,1,8726.5,0.151055902,6896.5,1.342197819,12142.5,1,9216
6895,10.1111/j.1465-7295.2010.00282.x,1,8726.5,0.151055902,6896.5,1.342197819,12142.5,1,9216
6896,10.1162/REST_a_00469,1,8726.5,0.151055902,6896.5,1.342197819,12142.5,1,9216
6897,10.1080/13504851.2015.1095998,1,8726.5,0.151055902,6896.5,1.342197819,12142.5,1,9216
6898,10.1038/2261209a0,1,8726.5,0.151055589,6900,1.343069139,11967.5,1,9216
6899,10.1109/WASPAA.2019.8937283,1,8726.5,0.151055589,6900,1.343069139,11967.5,1,9216
6900,10.1145/2939672.2939754,1,8726.5,0.151055589,6900,1.343069139,11967.5,1,9216
6901,10.1023/A:1010529114941,5,955.5,0.151055187,6902,1.582644812,1412,5,1268.5
6902,10.1007/978-3-540-44485-5_9,1,8726.5,0.151054531,6905,1.33732292,12780.5,2,4105.5
6903,10.1016/j.respol.2013.12.003,1,8726.5,0.151054531,6905,1.33732292,12780.5,2,4105.5
6904,10.2189/asqu.53.2.333,1,8726.5,0.151054531,6905,1.33732292,12780.5,2,4105.5
6905,10.1016/j.techfore.2020.120185,1,8726.5,0.151054531,6905,1.33732292,12780.5,2,4105.5
6906,10.1016/j.joi.2012.12.007,1,8726.5,0.151054531,6905,1.33732292,12780.5,2,4105.5
6907,10.1007/BF02016774,1,8726.5,0.151051641,6909.5,1.339458079,12543,2,4105.5
6908,10.1057/jibs.2012.3,1,8726.5,0.151051641,6909.5,1.339458079,12543,2,4105.5
6909,10.1057/palgrave.jibs.8490394,1,8726.5,0.151051641,6909.5,1.339458079,12543,2,4105.5
6910,10.1057/palgrave.jibs.8490982,1,8726.5,0.151051641,6909.5,1.339458079,12543,2,4105.5
6911,10.1017/pan.2019.11,1,8726.5,0.151050985,6912.5,1.332687532,13069,1,9216
6912,10.1002/pam.20375,1,8726.5,0.151050985,6912.5,1.332687532,13069,1,9216
6913,10.1080/03075079.2017.1401060,1,8726.5,0.15104799,6915,1.341494908,12254.5,1,9216
6914,10.1023/B:SCIE.0000034377.93437.18,1,8726.5,0.15104799,6915,1.341494908,12254.5,1,9216
6915,10.1007/s11192-013-1213-3,1,8726.5,0.15104799,6915,1.341494908,12254.5,1,9216
6916,10.1002/sim.3697,1,8726.5,0.151047379,6917,1.332687532,13069,1,9216
6917,10.1080/09737766.2008.10700836,3,1999.5,0.151044294,6918,1.576913912,1455,3,2518
6918,10.1023/A:1014877130166,2,3319,0.151043802,6919,1.585504381,1388,2,4105.5
6919,10.1093/cesifo/ifn015,2,3319,0.151041389,6920.5,1.613897298,1228.5,2,4105.5
6920,10.3152/030234208X299044,2,3319,0.151041389,6920.5,1.613897298,1228.5,2,4105.5
6921,10.1002/asi.24041,2,3319,0.151041269,6923.5,1.363796477,8663,2,4105.5
6922,10.1126/science.6324345,2,3319,0.151041269,6923.5,1.363796477,8663,2,4105.5
6923,10.1016/j.respol.2020.104115,2,3319,0.151041269,6923.5,1.363796477,8663,2,4105.5
6924,10.1007/BF01101453,2,3319,0.151041269,6923.5,1.363796477,8663,2,4105.5
6925,10.1016/j.urology.2009.09.043,1,8726.5,0.151039615,6927,1.340660491,12389.5,1,9216
6926,10.5271/sjweh.1139,1,8726.5,0.151039615,6927,1.340660491,12389.5,1,9216
6927,10.1007/s11192-009-0112-0,1,8726.5,0.151039615,6927,1.340660491,12389.5,1,9216
6928,10.1007/s11192-012-0904-5,1,8726.5,0.151038468,6929,1.33059955,13161,2,4105.5
6929,10.1007/BF02691874,3,1999.5,0.151033327,6930,1.568404142,1529,3,2518
6930,10.1007/BF02018057,4,1339.5,0.151031956,6931,1.564040682,1559,4,1732.5
6931,10.1073/pnas.0307604100,2,3319,0.151030242,6932,1.606765178,1270,2,4105.5
6932,10.1016/j.leaqua.2015.12.007,1,8726.5,0.151028425,6936,1.331601428,13110,1,9216
6933,10.1093/rev/5.1.79,1,8726.5,0.151028425,6936,1.331601428,13110,1,9216
6934,10.1016/j.obhdp.2019.03.010,1,8726.5,0.151028425,6936,1.331601428,13110,1,9216
6935,10.1038/35074267,1,8726.5,0.151028425,6936,1.331601428,13110,1,9216
6936,10.1086/261547,1,8726.5,0.151028425,6936,1.331601428,13110,1,9216
6937,10.1177/0003122413515997,1,8726.5,0.151028425,6936,1.331601428,13110,1,9216
6938,10.1287/orsc.2018.1249,1,8726.5,0.151028425,6936,1.331601428,13110,1,9216
6939,10.1007/s001990100231,1,8726.5,0.151026443,6941,1.341473072,12285.5,1,9216
6940,10.1016/0304-4068(92)90035-6,1,8726.5,0.151026443,6941,1.341473072,12285.5,1,9216
6941,10.2307/1913388,1,8726.5,0.151026443,6941,1.341473072,12285.5,1,9216
6942,10.15195/v6.a4,1,8726.5,0.151024908,6945.5,1.331601428,13110,1,9216
6943,10.1177/0049124199028002003,1,8726.5,0.151024908,6945.5,1.331601428,13110,1,9216
6944,10.1146/annurev-soc-073117-041429,1,8726.5,0.151024908,6945.5,1.331601428,13110,1,9216
6945,10.1177/0049124109335735,1,8726.5,0.151024908,6945.5,1.331601428,13110,1,9216
6946,10.1093/esr/jcp006,1,8726.5,0.151024908,6945.5,1.331601428,13110,1,9216
6947,10.1177/0081175019852763,1,8726.5,0.151024908,6945.5,1.331601428,13110,1,9216
6948,10.1086/468081,4,1339.5,0.151024029,6949,1.574763209,1475,4,1732.5
6949,10.1108/00012530410516822,2,3319,0.15102385,6950,1.600567582,1296,2,4105.5
6950,10.1007/s00168-008-0252-9,4,1339.5,0.151022121,6951,1.588549721,1365,4,1732.5
6951,10.1126/science.134.3479.596,4,1339.5,0.151021928,6952,1.57102437,1505,4,1732.5
6952,10.1371/journal.pone.0057546,3,1999.5,0.151019529,6953,1.421686533,4034,3,2518
6953,10.1111/j.1467-9310.2012.00702.x,4,1339.5,0.151018277,6954,1.562009446,1571,4,1732.5
6954,10.1371/journal.pone.0003480,3,1999.5,0.151016578,6955,1.566151273,1541,3,2518
6955,10.1016/j.joi.2012.04.006,4,1339.5,0.151014626,6956,1.563753206,1560,4,1732.5
6956,10.1016/j.respol.2008.11.001,2,3319,0.151012138,6957,1.569768228,1516,2,4105.5
6957,10.1016/j.eswa.2012.04.014,4,1339.5,0.151011392,6958,1.569007362,1523,4,1732.5
6958,10.1177/1536867X1401400306,1,8726.5,0.151010752,6963.5,1.339756615,12486,1,9216
6959,10.1016/j.respol.2021.104372,1,8726.5,0.151010752,6963.5,1.339756615,12486,1,9216
6960,10.2307/2393811,1,8726.5,0.151010752,6963.5,1.339756615,12486,1,9216
6961,10.1016/j.joi.2021.101153,1,8726.5,0.151010752,6963.5,1.339756615,12486,1,9216
6962,10.1007/s11192-020-03860-4,1,8726.5,0.151010752,6963.5,1.339756615,12486,1,9216
6963,10.1007/s11432-019-9884-y,1,8726.5,0.151010752,6963.5,1.339756615,12486,1,9216
6964,10.1007/s11192-019-03214-9,1,8726.5,0.151010752,6963.5,1.339756615,12486,1,9216
6965,10.1007/s11192-007-1990-7,1,8726.5,0.151010752,6963.5,1.339756615,12486,1,9216
6966,10.1093/reseval/rvv028,1,8726.5,0.151010752,6963.5,1.339756615,12486,1,9216
6967,10.1093/biomet/70.1.269,1,8726.5,0.151010752,6963.5,1.339756615,12486,1,9216
6968,10.1016/j.physa.2012.11.052,1,8726.5,0.151010305,6973.5,1.349776871,11111.5,1,9216
6969,10.1209/0295-5075/100/58002,1,8726.5,0.151010305,6973.5,1.349776871,11111.5,1,9216
6970,10.1093/bioinformatics/14.7.600,1,8726.5,0.151010305,6973.5,1.349776871,11111.5,1,9216
6971,10.1088/1367-2630/14/4/043029,1,8726.5,0.151010305,6973.5,1.349776871,11111.5,1,9216
6972,10.1088/1367-2630/11/6/063019,1,8726.5,0.151010305,6973.5,1.349776871,11111.5,1,9216
6973,10.1038/ng0501-21,1,8726.5,0.151010305,6973.5,1.349776871,11111.5,1,9216
6974,10.1038/nphys1932,1,8726.5,0.151010305,6973.5,1.349776871,11111.5,1,9216
6975,10.1177/017084069501600306,1,8726.5,0.151010305,6973.5,1.420168209,4080,1,9216
6976,10.1103/PhysRevE.90.032812,1,8726.5,0.151010305,6973.5,1.349776871,11111.5,1,9216
6977,10.1371/journal.pone.0079913,1,8726.5,0.151010305,6973.5,1.349776871,11111.5,1,9216
6978,10.1016/j.joi.2007.10.001,2,3319,0.151010245,6979,1.565896306,1543,2,4105.5
6979,10.1177/1745691611429356,2,3319,0.151009634,6980,1.391099448,5765.5,2,4105.5
6980,10.1007/s11192-005-0014-8,2,3319,0.151006028,6981,1.576185845,1461,2,4105.5
6981,10.1023/B:SCIE.0000006888.69146.24,3,1999.5,0.15100567,6982,1.629514105,1164,3,2518
6982,10.1007/s11192-011-0338-5,3,1999.5,0.151002645,6983,1.557111783,1603,3,2518
6983,10.1007/s11192-016-1926-1,4,1339.5,0.15100202,6984,1.586170046,1382,4,1732.5
6984,10.1007/s11192-006-0084-2,1,8726.5,0.151001409,6987,1.344348489,11860,1,9216
6985,10.1007/s11192-007-1957-8,1,8726.5,0.151001409,6987,1.344348489,11860,1,9216
6986,10.1016/j.respol.2013.05.003,1,8726.5,0.151001409,6987,1.344348489,11860,1,9216
6987,10.1177/000169930204500401,1,8726.5,0.151001409,6987,1.344348489,11860,1,9216
6988,10.1007/s11192-012-0825-3,1,8726.5,0.151001409,6987,1.344348489,11860,1,9216
6989,10.1016/j.econlet.2018.08.041,1,8726.5,0.151001245,6995,1.340342218,12418.5,1,9216
6990,10.1098/rsif.2014.0623,1,8726.5,0.151001245,6995,1.340342218,12418.5,1,9216
6991,10.1016/j.irfa.2020.101462,1,8726.5,0.151001245,6995,1.340342218,12418.5,1,9216
6992,10.5018/economics-ejournal.ja.2017-2,1,8726.5,0.151001245,6995,1.340342218,12418.5,1,9216
6993,10.1371/journal.pone.0223994,1,8726.5,0.151001245,6995,1.340342218,12418.5,1,9216
6994,10.1016/j.econmod.2017.03.019,1,8726.5,0.151001245,6995,1.340342218,12418.5,1,9216
6995,10.1080/09537325.2018.1434138,1,8726.5,0.151001245,6995,1.340342218,12418.5,1,9216
6996,10.1371/journal.pone.0086197,1,8726.5,0.151001245,6995,1.340342218,12418.5,1,9216
6997,10.1016/j.irfa.2016.02.008,1,8726.5,0.151001245,6995,1.340342218,12418.5,1,9216
6998,10.1016/j.ribaf.2018.07.010,1,8726.5,0.151001245,6995,1.340342218,12418.5,1,9216
6999,10.1016/j.intfin.2019.101133,1,8726.5,0.151001245,6995,1.340342218,12418.5,1,9216
7000,10.1093/reseval/rvs036,2,3319,0.150998726,7001,1.560153286,1584,2,4105.5
7001,10.2139/ssrn.1994531,1,8726.5,0.150996923,7002,1.339323237,12581,1,9216
7002,10.1007/s11192-009-0076-0,3,1999.5,0.150996894,7003,1.593188152,1337,3,2518
7003,10.1016/j.joi.2019.01.005,1,8726.5,0.15099588,7004.5,1.584658732,1395,1,9216
7004,10.1007/s11192-019-03083-2,1,8726.5,0.15099588,7004.5,1.584658732,1395,1,9216
7005,10.1002/asi.20891,3,1999.5,0.150992334,7006,1.555054382,1628,3,2518
7006,10.2139/ssrn.2244760,1,8726.5,0.150991037,7007,1.335563456,12915,2,4105.5
7007,10.1073/pnas.1807185116,1,8726.5,0.150989994,7008.5,1.328825013,13199,2,4105.5
7008,10.1007/s12064-020-00333-3,1,8726.5,0.150989994,7008.5,1.328825013,13199,2,4105.5
7009,10.1007/s11192-015-1625-3,2,3319,0.150988892,7010,1.416239187,4226,2,4105.5
7010,10.1002/asi.10204,4,1339.5,0.150988698,7011,1.570725539,1507,4,1732.5
7011,10.1080/03054980500221975,3,1999.5,0.150987729,7012,1.567619574,1533,3,2518
7012,10.1016/j.iheduc.2011.08.003,3,1999.5,0.150986806,7013,1.562784169,1567,3,2518
7013,10.1023/A:1010577030871,5,955.5,0.150983661,7014,1.556625183,1609,5,1268.5
7014,10.1126/science.1175335,2,3319,0.150983483,7015,1.598170999,1310,2,4105.5
7015,10.1108/EUM0000000007123,1,8726.5,0.150983453,7021,1.338901564,12682,1,9216
7016,10.1007/BF02457980,1,8726.5,0.150983453,7021,1.338901564,12682,1,9216
7017,10.1007/978-3-319-24403-7_5,1,8726.5,0.150983453,7021,1.338901564,12682,1,9216
7018,10.1007/BF02018231,1,8726.5,0.150983453,7021,1.338901564,12682,1,9216
7019,10.1016/j.cosrev.2007.05.001,1,8726.5,0.150983453,7021,1.338491127,12744,1,9216
7020,10.1093/biomet/asr053,1,8726.5,0.150983453,7021,1.338491127,12744,1,9216
7021,10.1103/PhysRevLett.110.148701,1,8726.5,0.150983453,7021,1.338491127,12744,1,9216
7022,10.1007/s11192-014-1236-4,1,8726.5,0.150983453,7021,1.338901564,12682,1,9216
7023,10.1177/1471082X1001200105,1,8726.5,0.150983453,7021,1.338491127,12744,1,9216
7024,10.1209/epl/i2005-10232-x,1,8726.5,0.150983453,7021,1.338491127,12744,1,9216
7025,10.1016/j.chaos.2016.02.004,1,8726.5,0.150983453,7021,1.338491127,12744,1,9216
7026,10.1007/s11192-019-03123-x,2,3319,0.150981843,7027,1.37807098,6937,3,2518
7027,10.18653/v1/N18-3011,1,8726.5,0.150976017,7033,1.33912929,12621,1,9216
7028,10.1016/j.ipm.2020.102377,1,8726.5,0.150976017,7033,1.33912929,12621,1,9216
7029,10.1016/j.ipm.2020.102428,1,8726.5,0.150976017,7033,1.33912929,12621,1,9216
7030,10.1002/smj.3277,1,8726.5,0.150976017,7033,1.33912929,12621,1,9216
7031,10.1371/journal.pone.0184977,1,8726.5,0.150976017,7033,1.33912929,12621,1,9216
7032,10.1016/j.jfineco.2020.10.008,1,8726.5,0.150976017,7033,1.33912929,12621,1,9216
7033,10.1016/j.jaad.2008.06.044,1,8726.5,0.150976017,7033,1.33912929,12621,1,9216
7034,10.3390/su12041696,1,8726.5,0.150976017,7033,1.33912929,12621,1,9216
7035,10.1002/asi.24612,1,8726.5,0.150976017,7033,1.33912929,12621,1,9216
7036,10.1016/j.ipm.2021.102541,1,8726.5,0.150976017,7033,1.33912929,12621,1,9216
7037,10.1016/j.ipm.2020.102423,1,8726.5,0.150976017,7033,1.33912929,12621,1,9216
7038,10.1177/0193841X08322871,3,1999.5,0.150973558,7039,1.609358188,1255,3,2518
7039,10.1080/09537325.2012.674669,1,8726.5,0.150973216,7041.5,1.341002161,12361,1,9216
7040,10.1145/1361684.1361686,1,8726.5,0.150973216,7041.5,1.341002161,12361,1,9216
7041,10.1007/978-0-387-09697-1_3,1,8726.5,0.150973216,7041.5,1.341002161,12361,1,9216
7042,10.1016/S0172-2190(03)00113-3,1,8726.5,0.150973216,7041.5,1.341002161,12361,1,9216
7043,10.1007/s11192-016-2161-5,3,1999.5,0.150972888,7044,1.593473049,1336,3,2518
7044,10.1002/qre.1174,1,8726.5,0.150972456,7045.5,1.606782638,1268.5,1,9216
7045,10.1038/415726a,1,8726.5,0.150972456,7045.5,1.606782638,1268.5,1,9216
7046,10.1093/oxfordjournals.aje.a009826,3,1999.5,0.150972039,7047,1.583318134,1407,3,2518
7047,10.1007/BF00778706,1,8726.5,0.150971651,7049,1.574269132,1478,1,9216
7048,10.1073/pnas.0307626100,1,8726.5,0.150971651,7049,1.574269132,1478,1,9216
7049,10.1108/01425450410562227,1,8726.5,0.150971651,7049,1.574269132,1478,1,9216
7050,10.1108/eb026583,4,1339.5,0.150971085,7051,1.577764607,1450,4,1732.5
7051,10.1093/scipol/scaa048,1,8726.5,0.150969729,7054,1.334301409,12947,1,9216
7052,10.1016/j.joi.2019.07.006,1,8726.5,0.150969729,7054,1.334301409,12947,1,9216
7053,10.1108/14684520911011043,1,8726.5,0.150969729,7054,1.334301409,12947,1,9216
7054,10.1007/s11192-020-03413-9,1,8726.5,0.150969729,7054,1.334301409,12947,1,9216
7055,10.1162/qss_a_00059,1,8726.5,0.150969729,7054,1.334301409,12947,1,9216
7056,10.1016/j.joi.2018.11.008,2,3319,0.150969207,7057,1.541262351,1761,2,4105.5
7057,10.1016/S0264-2751(01)00042-7,1,8726.5,0.150967792,7058.5,1.342263978,12100,1,9216
7058,10.1111/j.1467-8330.1991.tb00419.x,1,8726.5,0.150967792,7058.5,1.342263978,12100,1,9216
7059,10.1016/j.joi.2008.10.002,3,1999.5,0.150956124,7060,1.553101049,1649,3,2518
7060,10.1108/00012530911005544,3,1999.5,0.150956094,7061,1.57106316,1504,3,2518
7061,10.1093/qje/qju009,2,3319,0.150955692,7062,1.538004715,1794,2,4105.5
7062,10.1038/4351003b,3,1999.5,0.150955319,7063,1.587796966,1371,3,2518
7063,10.1016/j.techfore.2012.05.006,4,1339.5,0.150955215,7064,1.547670331,1694,4,1732.5
7064,10.3152/095820209X471986,2,3319,0.150953785,7065,1.559192297,1592,2,4105.5
7065,10.1016/j.joi.2014.12.007,2,3319,0.150951892,7066,1.552777829,1651,2,4105.5
7066,10.1007/s11192-018-2703-0,4,1339.5,0.150951803,7067,1.577758077,1451,4,1732.5
7067,10.1007/s11192-012-0670-4,2,3319,0.1509514,7068,1.379455414,6762,2,4105.5
7068,10.1007/BF02680421,1,8726.5,0.150951356,7069.5,1.33059955,13161,1,9216
7069,10.1111/j.1533-8525.1976.tb01715.x,1,8726.5,0.150951356,7069.5,1.33059955,13161,1,9216
7070,10.1371/journal.pbio.0050338,1,8726.5,0.150948107,7082.5,1.33059955,13161,1,9216
7071,10.1371/journal.pbio.0050313,1,8726.5,0.150948107,7082.5,1.33059955,13161,1,9216
7072,10.1371/journal.pbio.0000015,1,8726.5,0.150948107,7082.5,1.33059955,13161,1,9216
7073,10.1371/journal.pbio.0000016,1,8726.5,0.150948107,7082.5,1.33059955,13161,1,9216
7074,10.1371/journal.pbio.0000057,1,8726.5,0.150948107,7082.5,1.33059955,13161,1,9216
7075,10.1371/journal.pbio.0020152,1,8726.5,0.150948107,7082.5,1.33059955,13161,1,9216
7076,10.1371/journal.pbio.0020260,1,8726.5,0.150948107,7082.5,1.33059955,13161,1,9216
7077,10.1371/journal.pbio.0020302,1,8726.5,0.150948107,7082.5,1.33059955,13161,1,9216
7078,10.1371/journal.pbio.0060115,1,8726.5,0.150948107,7082.5,1.33059955,13161,1,9216
7079,10.1371/journal.pbio.0050093,1,8726.5,0.150948107,7082.5,1.33059955,13161,1,9216
7080,10.1371/journal.pbio.0020403,1,8726.5,0.150948107,7082.5,1.33059955,13161,1,9216
7081,10.1371/journal.pbio.0050262,1,8726.5,0.150948107,7082.5,1.33059955,13161,1,9216
7082,10.1371/journal.pbio.0020350,1,8726.5,0.150948107,7082.5,1.33059955,13161,1,9216
7083,10.1371/journal.pbio.0040097,1,8726.5,0.150948107,7082.5,1.33059955,13161,1,9216
7084,10.1371/journal.pbio.0040011,1,8726.5,0.150948107,7082.5,1.33059955,13161,1,9216
7085,10.1371/journal.pbio.1000012,1,8726.5,0.150948107,7082.5,1.33059955,13161,1,9216
7086,10.1371/journal.pbio.0040271,1,8726.5,0.150948107,7082.5,1.33059955,13161,1,9216
7087,10.1371/journal.pbio.1001153,1,8726.5,0.150948107,7082.5,1.33059955,13161,1,9216
7088,10.1371/journal.pbio.0030107,1,8726.5,0.150948107,7082.5,1.33059955,13161,1,9216
7089,10.1371/journal.pbio.0040054,1,8726.5,0.150948107,7082.5,1.33059955,13161,1,9216
7090,10.1371/journal.pbio.0020420,1,8726.5,0.150948107,7082.5,1.33059955,13161,1,9216
7091,10.1371/journal.pbio.0030337,1,8726.5,0.150948107,7082.5,1.33059955,13161,1,9216
7092,10.1371/journal.pbio.0030183,1,8726.5,0.150948107,7082.5,1.33059955,13161,1,9216
7093,10.1371/journal.pbio.0050260,1,8726.5,0.150948107,7082.5,1.33059955,13161,1,9216
7094,10.1038/nature11459,3,1999.5,0.150946364,7095,1.548166181,1688,3,2518
7095,10.1007/s11192-011-0383-0,4,1339.5,0.15094617,7096,1.556366373,1613,4,1732.5
7096,10.1016/j.respol.2003.11.002,5,955.5,0.150944993,7097,1.565494101,1546,5,1268.5
7097,10.1007/s11192-015-1650-2,1,8726.5,0.150944576,7100,1.338629857,12714.5,1,9216
7098,10.1371/journal.pone.0209197,1,8726.5,0.150944576,7100,1.338629857,12714.5,1,9216
7099,10.1177/0266666912458515,1,8726.5,0.150944576,7100,1.338629857,12714.5,1,9216
7100,10.1016/j.ehb.2016.09.001,1,8726.5,0.150944576,7100,1.338629857,12714.5,1,9216
7101,10.5465/amj.2014.1045,1,8726.5,0.150944576,7100,1.338629857,12714.5,1,9216
7102,10.1145/1353343.1353439,1,8726.5,0.150943369,7106.5,1.535035441,1821,1,9216
7103,10.1109/TKDE.2015.2426696,1,8726.5,0.150943369,7106.5,1.535035441,1821,1,9216
7104,10.1186/1471-2105-15-279,1,8726.5,0.150943369,7106.5,1.535035441,1821,1,9216
7105,10.1016/j.jksuci.2011.05.002,1,8726.5,0.150943369,7106.5,1.535035441,1821,1,9216
7106,10.1002/(SICI)1097-4571(19980501)49:6<507::AID-ASI3>3.0.CO;2-X,1,8726.5,0.150943369,7106.5,1.535035441,1821,1,9216
7107,10.1016/S1389-1286(99)00014-6,1,8726.5,0.150943369,7106.5,1.535035441,1821,1,9216
7108,10.1016/S1045-926X(02)00074-5,1,8726.5,0.150943369,7106.5,1.535035441,1821,1,9216
7109,10.1109/TKDE.2012.222,1,8726.5,0.150943369,7106.5,1.535035441,1821,1,9216
7110,10.1016/j.joi.2013.08.004,2,3319,0.150940731,7111,1.548284901,1687,2,4105.5
7111,10.1145/383694.383701,2,3319,0.150938675,7112,1.55619682,1616,2,4105.5
7112,10.7498/aps.60.110513,1,8726.5,0.150933057,7115.5,1.33732292,12780.5,1,9216
7113,10.1016/j.physa.2015.05.095,1,8726.5,0.150933057,7115.5,1.33732292,12780.5,1,9216
7114,10.1007/s11192-017-2561-1,1,8726.5,0.150933057,7115.5,1.33732292,12780.5,1,9216
7115,10.1016/j.enpol.2011.07.011,1,8726.5,0.150933057,7115.5,1.33732292,12780.5,1,9216
7116,10.1111/jeea.12011,1,8726.5,0.150933057,7115.5,1.33732292,12780.5,1,9216
7117,10.1016/j.techfore.2017.04.024,1,8726.5,0.150933057,7115.5,1.33732292,12780.5,1,9216
7118,10.1007/BF02458397,1,8726.5,0.150930509,7123,1.339458079,12543,1,9216
7119,10.1257/aer.91.3.693,1,8726.5,0.150930509,7123,1.339458079,12543,1,9216
7120,10.1177/147059580111002,1,8726.5,0.150930509,7123,1.339458079,12543,1,9216
7121,10.2307/1912934,1,8726.5,0.150930509,7123,1.339458079,12543,1,9216
7122,10.2307/3151920,1,8726.5,0.150930509,7123,1.339458079,12543,1,9216
7123,10.1177/1356389010389908,1,8726.5,0.150930509,7123,1.339458079,12543,1,9216
7124,10.1016/j.ausmj.2009.05.014,1,8726.5,0.150930509,7123,1.339458079,12543,1,9216
7125,10.1177/0092070304272052,1,8726.5,0.150930509,7123,1.339458079,12543,1,9216
7126,10.1017/S0003055403000777,1,8726.5,0.150930509,7123,1.339458079,12543,1,9216
7127,10.1080/03797720500260116,3,1999.5,0.150929272,7128,1.590161343,1352,3,2518
7128,10.1002/asi.20943,4,1339.5,0.150928169,7129,1.538859693,1782,4,1732.5
7129,10.1007/s11192-015-1762-8,4,1339.5,0.150927931,7130,1.537339365,1805,4,1732.5
7130,10.1177/030631277400400402,3,1999.5,0.150925606,7131,1.547575075,1695,3,2518
7131,10.1007/BF02020076,2,3319,0.150925234,7132,1.556051687,1618,2,4105.5
7132,10.1002/asi.4630340205,2,3319,0.150924459,7133,1.550501937,1669,2,4105.5
7133,10.1093/rev/5.3.183,4,1339.5,0.150918871,7134,1.540374733,1766,4,1732.5
7134,10.1080/13501780601049079,3,1999.5,0.150918722,7135,1.551030601,1665,3,2518
7135,10.1007/s11192-012-0692-y,3,1999.5,0.150917083,7136,1.531911869,1860,3,2518
7136,10.1016/j.physa.2007.07.028,4,1339.5,0.150913522,7137,1.53939304,1773,4,1732.5
7137,10.2106/00004623-200312000-00028,1,8726.5,0.150913239,7138.5,1.550375554,1675,1,9216
7138,10.1087/20100411,1,8726.5,0.150913239,7138.5,1.550375554,1675,1,9216
7139,10.1038/d41586-021-01169-7,1,8726.5,0.15090695,7140,1.328825013,13199,1,9216
7140,10.1002/asi.23814,4,1339.5,0.150905997,7141,1.544915949,1723,4,1732.5
7141,10.1080/00343404.2010.549119,2,3319,0.150905564,7142,1.557993584,1597,2,4105.5
7142,10.1109/TFUZZ.2016.2516579,1,8726.5,0.150904849,7143,1.550309213,1677,1,9216
